SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,SP_COMPANY_NAME_CLEAN,reprisk_id,company_name,sectors,company_name_clean
"Savient Pharmaceuticals, Inc. (OTCPK:SVNT.Q)",4111150,"Savient Pharmaceuticals, Inc.",Out of Business,Public Company,Prior Sponsor-Backed [Evergreen Venture Partners;I.B.I. Investment House Ltd (TASE:IBI) (TASE : IBI)],savient pharmaceuticals,9157,Savient Pharmaceuticals Inc,Pharmaceuticals and Biotechnology,savient pharmaceuticals
"Savings.com, Inc.",4328585,"Savings.com, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [USVP Management Company, LLC;Atlas Accelerator;Stratim Capital, LLC;Rustic Canyon Partners]",savingscom,1420839,Savings.com Inc,Software and Computer Services,savingscom
"SavWatt USA, Inc. (OTCEM:SAVW)",4150729,"SavWatt USA, Inc.",Operating,Public Company,Never Sponsor-Backed,savwatt usa,95753,SavWatt USA Inc,Personal and Household Goods | Financial Services,savwatt usa
"Say Media, Inc.",4277741,"Say Media, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [New Enterprise Associates, Inc.;Focus Ventures;Maveron LLC;First Round Capital Management, LLC;WPP Digital;August Capital Master Management Company, LLC;Neoteny Co., Ltd.;Correlation Ventures, L.P.;Simplexity Venture Studio Fund;Saints Capital Services, LLC;KOH Founders;J.F. Shea Venture Capital;RoseTech Ventures, LLC]",say media,436986,SAY Media Inc,Media,say media
SBM Company,1019209,SBM Company,Operating,Private Company,Never Sponsor-Backed,sbm,2037107,"Sbm, Inc.",Retail,sbm
"SBS Industries, LLC",4298298,"SBS Industries, LLC",Operating,Private Company,Pending or Current Sponsor-Backed [Gladstone Management Corporation],sbs industries,1450704,SBS Industries INC,Automobiles and Parts,sbs industries
"SBT Bancorp, Inc. (OTCPK:SBTB)",4100578,"SBT Bancorp, Inc.",Acquired,Private Company,Prior Sponsor-Backed [1st & Main Growth Partners],sbt bancorp,46130,SBT Bancorp Inc,Banks,sbt bancorp
"SCAI Holdings, LLC (NASDAQGM:SCAI)",4545378,"SCAI Holdings, LLC",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [BlackRock Fund Advisors;TPG Capital, L.P.]",scai holdings,2635969,Scai Holdings LLC,Health Care Equipment and Services,scai holdings
"Scandia Plastics, Inc.",4425216,"Scandia Plastics, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Graham Partners, Inc.]",scandia plastics,1106318,Scandia Plastics INC,Mining,scandia plastics
"ScanScout, Inc.",4275043,"ScanScout, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [WarnerMedia Investments;First Round Capital Management, LLC;Amidzad Partners;Baseline Ventures Associates, LLC;Westech Investment Advisors, LLC;General Catalyst Group Management, LLC;Felicis Ventures Management Company, LLC;Imagination Capital, LLC;EDBI Pte Ltd;Catalyst Partners Llc]",scanscout,1074658,Scanscout Inc,Support Services (Industrial Goods and Services),scanscout
"SCF Investment Advisors, Inc.",4255331,"SCF Investment Advisors, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Atria Wealth Solutions, Inc.]",scf investment advisors,1726059,SCF Investment Advisors Inc,Support Services (Industrial Goods and Services),scf investment advisors
"SCF Partners, Inc.",4034245,"SCF Partners, Inc.",Operating,Private Company,Pending or Current Sponsor-Backed [The Hillman Company],scf partners,1978447,SCF Partners,Support Services (Industrial Goods and Services) | Financial Services,scf partners
"Schafer Cullen Capital Management, Inc.",110375,"Schafer Cullen Capital Management, Inc.",Operating,Private Company,Never Sponsor-Backed,schafer cullen capital management,2350,Schafer Cullen Capital Management Inc,Financial Services,schafer cullen capital management
"Schneider National, Inc. (NYSE:SNDR)",4070738,"Schneider National, Inc.",Operating,Public Company,Never Sponsor-Backed,schneider national,71481,Schneider National Inc,Support Services (Industrial Goods and Services),schneider national
"ScholarOne, Inc.",4143150,"ScholarOne, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Tall Oaks Capital Partners, LLC;Village Ventures, Inc.;Gryphon Capital Partners;Commonwealth Ventures LLC;Philadelphia Venture Management, Inc.]",scholarone,1193978,Scholarone,Software and Computer Services,scholarone
"School Specialty, LLC (OTCEM:SCOO)",4103909,"School Specialty, LLC",Operating,Public Company,"Pending or Current Sponsor-Backed [DFO Management, LLC;Cerberus Capital Management, L.P.;Steel Partners LLC (OTCPK:SLPL) (OTCPK : SLPL);Saybrook Capital LLC;Mill Road Capital Management LLC;Lantern Capital Partners, L.P.;Bayside Capital, Inc.]

Prior Sponsor-Backed [Zazove Associates LLC;Baird Capital Partners;Baird Venture Partners;Baird Capital;Baird Capital Partners Europe Limited]",school specialty,12597,School Specialty Inc,Personal and Household Goods,school specialty
Schurz Communications Inc.,4137265,Schurz Communications Inc.,Operating,Private Company,Never Sponsor-Backed,schurz communications,565560,Schurz Communications Inc,Media,schurz communications
Schuylkill Energy Resources Inc,4062821,Schuylkill Energy Resources Inc,Operating,Private Company,Never Sponsor-Backed,schuylkill energy resources,1839372,Schuylkill Energy Resources Inc,Utilities,schuylkill energy resources
"Scivantage, Inc.",4190913,"Scivantage, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Greenlight Private Equity;BBH Capital Partners;Edison Partners Management, LLC;ORIX Growth Capital, LLC]",scivantage,193081,Scivantage Inc,Software and Computer Services,scivantage
"Scorpex, Inc. (OTCEM:SRPX)",4158384,"Scorpex, Inc.",Operating,Public Company,Never Sponsor-Backed,scorpex,88850,Scorpex Inc,Support Services (Industrial Goods and Services),scorpex
"Scrapblog, Inc.",4278986,"Scrapblog, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Longworth Venture Partners;Steamboat Ventures, LLC]",scrapblog,1418264,Scrapblog INC,Software and Computer Services,scrapblog
"Scrip Advantage, Inc. (OTCPK:SCPV)",4155297,"Scrip Advantage, Inc.",Operating,Private Company,Never Sponsor-Backed,scrip advantage,89655,Scrip Advantage Inc,Financial Services,scrip advantage
"Scripps Networks Interactive, Inc. (NASDAQGM:SNI)",4202707,"Scripps Networks Interactive, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Southeastern Asset Management, Inc.]",scripps networks interactive,22183,Scripps Networks Interactive Inc,Media,scripps networks interactive
Scrubgrass Generating Co LP,4062832,Scrubgrass Generating Co LP,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [ArcLight Capital Partners, LLC]",scrubgrass generating lp,1020605,Scrubgrass Generating Co LP,Utilities,scrubgrass generating lp
"Seaboard Securities, Inc.",4054778,"Seaboard Securities, Inc.",Operating,Private Company,Never Sponsor-Backed,seaboard securities,116733,Seaboard Securities Inc,Financial Services,seaboard securities
"SeaChange International, Inc. (OTCEM:SEAC)",4161096,"SeaChange International, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Neuberger Berman Group LLC;Tar Holdings Llc;M2O, Incorporated;Sinclair Digital Ventures;Roumell Asset Management, LLC]

Prior Sponsor-Backed [Advent International, L.P.;Summit Partners, L.P.]",seachange international,35811,Seachange International Inc,Technology Hardware and Equipment,seachange international
Seacoast Commerce Banc Holdings (OTCPK:SCBH),4560422,Seacoast Commerce Banc Holdings,Acquired,Public Company,"Prior Sponsor-Backed [Atlantic Merchant Capital Investors, LLC]",seacoast commerce banc holdings,367720,Seacoast Commerce Banc Holdings,Financial Services,seacoast commerce banc holdings
SEACOR Holdings Inc. (NYSE:CKH),4295692,SEACOR Holdings Inc.,Operating,Private Company,"Pending or Current Sponsor-Backed [AIP, LLC]

Prior Sponsor-Backed [Apriori Capital Partners L.P.;Windcrest Partners Investment Management;T. Rowe Price Group, Inc. (NASDAQGS:TROW) (NASDAQGS : TROW)]",seacor holdings,7390,Seacor Holdings Inc,Industrial Transportation | Oil and Gas | Financial Services,seacor holdings
SeaCube Container Leasing Ltd. (NYSE:BOX),4254438,SeaCube Container Leasing Ltd.,Operating,Private Company,"Pending or Current Sponsor-Backed [Ontario Teachers' Pension Plan Board;Wren House Infrastructure Management Limited]

Prior Sponsor-Backed [Teachers' Private Capital;Fortress Investment Group LLC (NYSE:FIG) (NYSE : FIG)]",seacube container leasing,85528,SeaCube Container Leasing Ltd,Industrial Transportation,seacube container leasing
Seadrift Coke L.P.,4062839,Seadrift Coke L.P.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Falcon Investment Advisors, LLC]",seadrift coke lp,1098313,Seadrift Coke LP,Oil and Gas | Mining,seadrift coke lp
Searchlight Minerals Corp. (OTCPK:SRCH),4354077,Searchlight Minerals Corp.,Operating,Public Company,"Pending or Current Sponsor-Backed [Heidtke & Company, Inc.;AGF Investments Inc.;Giso Finance SA;GAIA Capital Advisors SA;Seaside 88, LLC]

Prior Sponsor-Backed [Luxor Capital Group, LP;Precious Capital AG;Iroquois Capital Management, LLC;TCMP3 Capital LLC;Arlington Group Limited (AIM:ARL) (AIM : ARL);Plough Penny Partners;Pinetree Capital Ltd. (TSX:PNP) (TSX : PNP);Hartz Capital;Crown Advisors International Ltd, Prior to Change in Line of Business;Apple Core Holdings, LLC]",searchlight minerals,36034,Searchlight Minerals Corp,Mining,searchlight minerals
Seaside National Bank & Trust,4115383,Seaside National Bank & Trust,Acquired,Private Company,"Prior Sponsor-Backed [Northaven Management, Inc.;Lovell Minnick Partners LLC;Belvedere Capital Partners, LLC;Continental Investors LLC;PCP Managers, L.P.]",seaside national bank trust,2096207,Seaside National Bank & Trust,Banks,seaside national bank trust
"SeatMe, Inc.",4400119,"SeatMe, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [BoxGroup Services, LLC;Maveron LLC;Oakhouse Partners, LLC]",seatme,1191563,Seatme Inc,Software and Computer Services,seatme
Seattle Bank,4053242,Seattle Bank,Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [Juvo Capital, LLC]",seattle bank,1267964,Seattle Bank,Financial Services,seattle bank
"Seawright Holdings, Inc. (OTCEM:SWRI)",4072959,"Seawright Holdings, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Dutchess Capital;Kodiak Capital Group, LLC]",seawright holdings,58633,Seawright Holdings Inc,Food and Beverage,seawright holdings
"Security American Financial Enterprises, Inc.",4054490,"Security American Financial Enterprises, Inc.",Operating,Private Company,"Prior Sponsor-Backed [PCM Companies, LLC;Northstar Capital, LLC]",security american financial enterprises,1285259,Security American Financial Enterprises Inc,Financial Services,security american financial enterprises
"Security Bancorp, Inc. (OTCPK:SCYT)",112024,"Security Bancorp, Inc.",Operating,Public Company,Never Sponsor-Backed,security bancorp,47557,Security Bancorp Inc,Banks,security bancorp
Security Business Bancorp (NASDAQGM:SBBC),4210015,Security Business Bancorp,Acquired,Private Company,Prior Sponsor-Backed [Triumph Investment Funds],security business bancorp,56169,Security Business Bancorp,Banks,security business bancorp
Security First Bank,1004839,Security First Bank,Acquired,Private Company,"Prior Sponsor-Backed [Belvedere Capital Partners, LLC]",security first bank,86335,Security First Bank,Banks,security first bank
"Security Investments Group, Inc. (OTCPK:SSLN)",101997,"Security Investments Group, Inc.",Operating,Private Company,Never Sponsor-Backed,security investments group,88293,Security Investments Group Inc,Financial Services,security investments group
"Sedgwick CMS Holdings, Inc.",4111715,"Sedgwick CMS Holdings, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Hellman & Friedman LLC;Stone Point Capital LLC;Evercore Capital Partners;Thomas H. Lee Partners, L.P.]",sedgwick cms holdings,219046,Sedgwick CMS Holdings Inc,Insurance | Financial Services,sedgwick cms holdings
"Seed&Spark, Inc.",5251587,"Seed&Spark, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Techstars Retail Accelerator;Olima Ventures;Manitou Ventures;Backstage Capital, L.P.;Right Side Capital Management, LLC;One Planet VC LLC;Front Porch Venture Partners;Techstars Central, LLC;SourceN Ventures Labs;79 Studios, LLC]",seedspark,620063,Seed&Spark Inc,Media | Software and Computer Services,seedspark
"Seesmic, Inc.",4256635,"Seesmic, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Omidyar Network Services LLC;Wellington Partners Advisory AG;Uncork Capital, Inc.;Atomico Investment Holdings Limited]",seesmic,1420299,Seesmic,Software and Computer Services,seesmic
SEI Investments Company (NASDAQGS:SEIC),102729,SEI Investments Company,Operating,Public Company,"Prior Sponsor-Backed [Sprout Group;Blum Capital Partners, L.P.]",sei investments,8932,SEI Investments Co,Financial Services,sei investments
SEI Investments Distribution Co.,4089163,SEI Investments Distribution Co.,Operating,Private Company,Pending or Current Sponsor-Backed [SEI Investments Company (NASDAQGS:SEIC) (NASDAQGS:SEIC)],sei investments distribution,2680250,Sei Investments Distribution Co,Financial Services,sei investments distribution
"Seitel, Inc. (NASDAQGM:SELA)",4011051,"Seitel, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [Centerbridge Partners, L.P.]

Prior Sponsor-Backed [ValueAct Capital Management, L.P.;Ranch Capital, LLC]",seitel,104079,Seitel Inc,Oil and Gas,seitel
"Select Portfolio Management, Inc.",4116717,"Select Portfolio Management, Inc.",Operating,Private Company,Never Sponsor-Backed,select portfolio management,2250083,Select Portfolio Management INC,Financial Services,select portfolio management
"Selective Insurance Group, Inc. (NASDAQGS:SIGI)",103451,"Selective Insurance Group, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [T. Rowe Price Associates, Inc.]",selective insurance group,9936,Selective Insurance Group Inc,Insurance,selective insurance group
"SelectQuote, Inc. (NYSE:SLQT)",12989158,"SelectQuote, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Bain Capital, LP;Newlight Partners LP;Brookside Equity Partners LLC;Haakon Capital]",selectquote,1510324,SelectQuote Inc,Insurance,selectquote
"Selero, Inc.",4213086,"Selero, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [OCA Venture Partners, LLC;Vista Ventures;Sapphire Ventures, LLC;Appian Ventures Inc.;Grayhawk Capital, LLC]",selero,1195233,Selero INC,Software and Computer Services,selero
Selkirk Cogen Partners LP,4059312,Selkirk Cogen Partners LP,Operating,Private Company,"Pending or Current Sponsor-Backed [Alterna Capital Partners LLC]

Prior Sponsor-Backed [Ares EIF Management, LLC]",selkirk cogen partners lp,596765,Selkirk Cogen Partners LP,Utilities,selkirk cogen partners lp
SellersFunding Corp.,14265053,SellersFunding Corp.,Operating,Private Company,"Pending or Current Sponsor-Backed [MUFG Innovation Partners Co., Ltd.;Fasanara Capital Ltd.;Northzone Ventures]",sellersfunding,2416532,SellersFunding Corp,Financial Services,sellersfunding
"SEMCO Energy, Inc. (NYSE:SEN)",4057143,"SEMCO Energy, Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [K1 Ventures Limited (SGX:BLT) (SGX:BLT)],semco energy,90544,SEMCO Energy Inc,Utilities,semco energy
Semele Group Inc. (OTCPK:SMLE),4065572,Semele Group Inc.,Out of Business,Private Company,Never Sponsor-Backed,semele group,93305,Semele Group Inc,Financial Services,semele group
"SemGroup, LLC (NYSE:SEMG)",4135511,"SemGroup, LLC",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Atlantic Trust Advisors, Inc.;Alinda Capital Partners LLC;Warburg Pincus LLC;CIBC National Trust Company;Sandell Asset Management Corp.;PGIM Investments LLC;Energy Spectrum Capital;Riverstone Holdings LLC;Tortoise Capital Advisors, L.L.C.;Ritchie Capital Management, L.L.C.;The Carlyle Group Inc. (NASDAQGS:CG) (NASDAQGS : CG);Soroban Capital Partners LP]",semgroup,68814,SemGroup Corp,Oil and Gas,semgroup
"Sempra Infrastructure Partners, LP",4095662,"Sempra Infrastructure Partners, LP",Operating Subsidiary,Private Company,Pending or Current Sponsor-Backed [KKR & Co. Inc. (NYSE:KKR) (NYSE:KKR)],sempra infrastructure partners lp,2469656,Sempra Infrastructure Partners LP,Utilities | Oil and Gas,sempra infrastructure partners lp
"Send the Trend, Inc.",4324729,"Send the Trend, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Battery Ventures L.P.;Founder Collective Management Co, LLC]",send the trend,1119243,Send THE Trend,Personal and Household Goods,send the trend
"SendMe, Inc.",4182734,"SendMe, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Westech Investment Advisors, LLC;Triangle Peak Partners, LP;Amicus Capital;GrandBanks Capital Inc.;Spark Capital Partners, LLC;True Venture Management, LLC]",sendme,1057583,Sendme INC,Telecommunications,sendme
